Spotify URI,Voter ID,Created,Points Assigned,Comment,Round ID
spotify:track:06SczLkqMCEDeaSLqGmCzU,1422560e770a4897ab67503868575a46,2025-09-26T22:18:10Z,1,,6762e76a397a41c78e98ddf5312e2b90
spotify:track:08rLDN1SOlN7MWTYlkaWfX,1422560e770a4897ab67503868575a46,2025-09-26T22:18:10Z,2,,6762e76a397a41c78e98ddf5312e2b90
spotify:track:0zpoVVBR33OwzoXMKcZ2NB,1422560e770a4897ab67503868575a46,2025-09-26T22:18:10Z,1,,6762e76a397a41c78e98ddf5312e2b90
spotify:track:1SqdCJsKsRgQ8qEzjLtmPm,1422560e770a4897ab67503868575a46,2025-09-26T22:18:10Z,2,,6762e76a397a41c78e98ddf5312e2b90
spotify:track:2qK6fxHA2V8mCK9pHry3wa,1422560e770a4897ab67503868575a46,2025-09-26T22:18:10Z,1,,6762e76a397a41c78e98ddf5312e2b90
spotify:track:4Fo9CZ0VUXLFMoTcc1CEIQ,1422560e770a4897ab67503868575a46,2025-09-26T22:18:10Z,1,,6762e76a397a41c78e98ddf5312e2b90
spotify:track:5bUdtdODnRPeQpmMoqhvVY,1422560e770a4897ab67503868575a46,2025-09-26T22:18:10Z,2,,6762e76a397a41c78e98ddf5312e2b90
spotify:track:06SczLkqMCEDeaSLqGmCzU,5e2e370d6037470db1db3be5bb89fcbe,2025-09-27T00:03:16Z,4,,6762e76a397a41c78e98ddf5312e2b90
spotify:track:0dpusM1gM6ULx0QvjJctbT,5e2e370d6037470db1db3be5bb89fcbe,2025-09-27T00:03:16Z,3,,6762e76a397a41c78e98ddf5312e2b90
spotify:track:13IA9X1dIPBE76XcQDt7Cj,5e2e370d6037470db1db3be5bb89fcbe,2025-09-27T00:03:16Z,2,,6762e76a397a41c78e98ddf5312e2b90
spotify:track:5bUdtdODnRPeQpmMoqhvVY,5e2e370d6037470db1db3be5bb89fcbe,2025-09-27T00:03:16Z,1,,6762e76a397a41c78e98ddf5312e2b90
