Spotify URI,Voter ID,Created,Points Assigned,Comment,Round ID
spotify:track:46odp6vkKYlv0fPdRhdk1Y,e93989f4c07043b8a87a75597804de62,2024-09-26T13:16:28Z,1,,888a2f3eefb041fa965e1d2938018289
spotify:track:3zQGSeIVIj3k41gi1MaToN,e93989f4c07043b8a87a75597804de62,2024-09-26T13:16:28Z,1,,888a2f3eefb041fa965e1d2938018289
spotify:track:3T4zow8ial809ciFETZ6wM,e93989f4c07043b8a87a75597804de62,2024-09-26T13:16:28Z,1,,888a2f3eefb041fa965e1d2938018289
spotify:track:3OYH2OCLzjGm9kyyTHB2ZX,e93989f4c07043b8a87a75597804de62,2024-09-26T13:16:28Z,1,,888a2f3eefb041fa965e1d2938018289
spotify:track:5YxWVwME2nR2VkfVDJHXKH,e93989f4c07043b8a87a75597804de62,2024-09-26T13:16:28Z,2,,888a2f3eefb041fa965e1d2938018289
spotify:track:5un9niuesU7Nfls37QCyO4,e93989f4c07043b8a87a75597804de62,2024-09-26T13:16:28Z,1,,888a2f3eefb041fa965e1d2938018289
spotify:track:4iTSGS8Cqjw30SNyuGI92V,e93989f4c07043b8a87a75597804de62,2024-09-26T13:16:28Z,2,,888a2f3eefb041fa965e1d2938018289
spotify:track:4a2uqVlpRChHj32EjJLu7G,e93989f4c07043b8a87a75597804de62,2024-09-26T13:16:28Z,1,,888a2f3eefb041fa965e1d2938018289
spotify:track:0MVuFwjHO4YmMEk9nij9wx,5e2e370d6037470db1db3be5bb89fcbe,2024-09-27T20:57:10Z,1,,888a2f3eefb041fa965e1d2938018289
spotify:track:1ODHwH6TOZghSkBSkbNeYb,5e2e370d6037470db1db3be5bb89fcbe,2024-09-27T20:57:10Z,3,,888a2f3eefb041fa965e1d2938018289
spotify:track:46odp6vkKYlv0fPdRhdk1Y,5e2e370d6037470db1db3be5bb89fcbe,2024-09-27T20:57:10Z,4,,888a2f3eefb041fa965e1d2938018289
spotify:track:4a2uqVlpRChHj32EjJLu7G,5e2e370d6037470db1db3be5bb89fcbe,2024-09-27T20:57:10Z,2,,888a2f3eefb041fa965e1d2938018289
spotify:track:5un9niuesU7Nfls37QCyO4,1422560e770a4897ab67503868575a46,2024-09-30T09:47:48Z,1,,888a2f3eefb041fa965e1d2938018289
spotify:track:4iTSGS8Cqjw30SNyuGI92V,1422560e770a4897ab67503868575a46,2024-09-30T09:47:48Z,2,,888a2f3eefb041fa965e1d2938018289
spotify:track:4a2uqVlpRChHj32EjJLu7G,1422560e770a4897ab67503868575a46,2024-09-30T09:47:48Z,1,,888a2f3eefb041fa965e1d2938018289
spotify:track:3zQGSeIVIj3k41gi1MaToN,1422560e770a4897ab67503868575a46,2024-09-30T09:47:48Z,1,,888a2f3eefb041fa965e1d2938018289
spotify:track:3T4zow8ial809ciFETZ6wM,1422560e770a4897ab67503868575a46,2024-09-30T09:47:48Z,1,,888a2f3eefb041fa965e1d2938018289
spotify:track:3OYH2OCLzjGm9kyyTHB2ZX,1422560e770a4897ab67503868575a46,2024-09-30T09:47:48Z,1,,888a2f3eefb041fa965e1d2938018289
spotify:track:1yKQBy7olMIqRpziyAzf8c,1422560e770a4897ab67503868575a46,2024-09-30T09:47:48Z,1,,888a2f3eefb041fa965e1d2938018289
spotify:track:1ODHwH6TOZghSkBSkbNeYb,1422560e770a4897ab67503868575a46,2024-09-30T09:47:48Z,1,,888a2f3eefb041fa965e1d2938018289
spotify:track:0MVuFwjHO4YmMEk9nij9wx,1422560e770a4897ab67503868575a46,2024-09-30T09:47:48Z,1,,888a2f3eefb041fa965e1d2938018289
spotify:track:0t34scg6386JnLUEb7jFb1,e93989f4c07043b8a87a75597804de62,2024-10-03T14:23:42Z,2,Something about this made me think of Celebrate by Anderson .Paak,db1955245464407398ac696a2eced162
spotify:track:1R6D7X8mDFoFJN7pQYu4Dn,e93989f4c07043b8a87a75597804de62,2024-10-03T14:23:42Z,1,,db1955245464407398ac696a2eced162
spotify:track:4R6rTr9UY7r9aeSHpy4GBB,e93989f4c07043b8a87a75597804de62,2024-10-03T14:23:42Z,1,,db1955245464407398ac696a2eced162
spotify:track:4TnEL6XwpVrf3Qbb4DP2Fr,e93989f4c07043b8a87a75597804de62,2024-10-03T14:23:42Z,1,,db1955245464407398ac696a2eced162
spotify:track:4v0XOp3m5cLDmNGZrVmXbX,e93989f4c07043b8a87a75597804de62,2024-10-03T14:23:42Z,3,,db1955245464407398ac696a2eced162
spotify:track:5dlfvkyZOuBCFP1KbzRHUx,e93989f4c07043b8a87a75597804de62,2024-10-03T14:23:42Z,1,,db1955245464407398ac696a2eced162
spotify:track:6uqTETWok9npbL4c9cuLVh,e93989f4c07043b8a87a75597804de62,2024-10-03T14:23:42Z,1,,db1955245464407398ac696a2eced162
spotify:track:0CcL4kSHKIEwF3IW0BGgb6,1422560e770a4897ab67503868575a46,2024-10-04T23:17:17Z,1,,db1955245464407398ac696a2eced162
spotify:track:1R6D7X8mDFoFJN7pQYu4Dn,1422560e770a4897ab67503868575a46,2024-10-04T23:17:17Z,2,,db1955245464407398ac696a2eced162
spotify:track:4TnEL6XwpVrf3Qbb4DP2Fr,1422560e770a4897ab67503868575a46,2024-10-04T23:17:17Z,2,I suddenly want a Pepsi and am slightly aroused,db1955245464407398ac696a2eced162
spotify:track:4v0XOp3m5cLDmNGZrVmXbX,1422560e770a4897ab67503868575a46,2024-10-04T23:17:17Z,1,,db1955245464407398ac696a2eced162
spotify:track:4YJ1KDI6tUSapyD6XTAg8i,1422560e770a4897ab67503868575a46,2024-10-04T23:17:17Z,1,,db1955245464407398ac696a2eced162
spotify:track:6uqTETWok9npbL4c9cuLVh,1422560e770a4897ab67503868575a46,2024-10-04T23:17:17Z,1,,db1955245464407398ac696a2eced162
spotify:track:7gh2v4IHnxdiwSgA6xluhe,1422560e770a4897ab67503868575a46,2024-10-04T23:17:17Z,0,I love this song but it’s more croonin than soul to me,db1955245464407398ac696a2eced162
spotify:track:7tdrsfzshZ37B8W7jwxMlb,1422560e770a4897ab67503868575a46,2024-10-04T23:17:17Z,2,Dat intro,db1955245464407398ac696a2eced162
spotify:track:0CcL4kSHKIEwF3IW0BGgb6,5e2e370d6037470db1db3be5bb89fcbe,2024-10-05T12:59:33Z,1,,db1955245464407398ac696a2eced162
spotify:track:1R6D7X8mDFoFJN7pQYu4Dn,5e2e370d6037470db1db3be5bb89fcbe,2024-10-05T12:59:33Z,3,,db1955245464407398ac696a2eced162
spotify:track:4TnEL6XwpVrf3Qbb4DP2Fr,5e2e370d6037470db1db3be5bb89fcbe,2024-10-05T12:59:33Z,2,,db1955245464407398ac696a2eced162
spotify:track:5dlfvkyZOuBCFP1KbzRHUx,5e2e370d6037470db1db3be5bb89fcbe,2024-10-05T12:59:33Z,1,,db1955245464407398ac696a2eced162
spotify:track:7gh2v4IHnxdiwSgA6xluhe,5e2e370d6037470db1db3be5bb89fcbe,2024-10-05T12:59:33Z,2,,db1955245464407398ac696a2eced162
spotify:track:7tdrsfzshZ37B8W7jwxMlb,5e2e370d6037470db1db3be5bb89fcbe,2024-10-05T12:59:33Z,1,,db1955245464407398ac696a2eced162
spotify:track:0CcL4kSHKIEwF3IW0BGgb6,2c7be4f2a69c4a63861edd8bd58bc511,2024-10-06T15:22:47Z,1,,db1955245464407398ac696a2eced162
spotify:track:0sKfhhj6hYyJIXnTiZV9vf,2c7be4f2a69c4a63861edd8bd58bc511,2024-10-06T15:22:47Z,2,Grew on me,db1955245464407398ac696a2eced162
spotify:track:0t34scg6386JnLUEb7jFb1,2c7be4f2a69c4a63861edd8bd58bc511,2024-10-06T15:22:47Z,2,,db1955245464407398ac696a2eced162
spotify:track:4TnEL6XwpVrf3Qbb4DP2Fr,2c7be4f2a69c4a63861edd8bd58bc511,2024-10-06T15:22:47Z,1,,db1955245464407398ac696a2eced162
spotify:track:4v0XOp3m5cLDmNGZrVmXbX,2c7be4f2a69c4a63861edd8bd58bc511,2024-10-06T15:22:47Z,2,Love,db1955245464407398ac696a2eced162
spotify:track:5dlfvkyZOuBCFP1KbzRHUx,2c7be4f2a69c4a63861edd8bd58bc511,2024-10-06T15:22:47Z,1,,db1955245464407398ac696a2eced162
spotify:track:7tdrsfzshZ37B8W7jwxMlb,2c7be4f2a69c4a63861edd8bd58bc511,2024-10-06T15:22:47Z,1,,db1955245464407398ac696a2eced162
spotify:track:0CcL4kSHKIEwF3IW0BGgb6,8b2aef69bc584c05921d0ae5565d6ffa,2024-10-06T19:24:57Z,4,,db1955245464407398ac696a2eced162
spotify:track:4v0XOp3m5cLDmNGZrVmXbX,8b2aef69bc584c05921d0ae5565d6ffa,2024-10-06T19:24:57Z,1,,db1955245464407398ac696a2eced162
spotify:track:6uqTETWok9npbL4c9cuLVh,8b2aef69bc584c05921d0ae5565d6ffa,2024-10-06T19:24:57Z,2,,db1955245464407398ac696a2eced162
spotify:track:7tdrsfzshZ37B8W7jwxMlb,8b2aef69bc584c05921d0ae5565d6ffa,2024-10-06T19:24:57Z,3,,db1955245464407398ac696a2eced162
spotify:track:0CcL4kSHKIEwF3IW0BGgb6,fe439333346c474e979620a8518494e9,2024-10-06T21:43:53Z,3,,db1955245464407398ac696a2eced162
spotify:track:0t34scg6386JnLUEb7jFb1,fe439333346c474e979620a8518494e9,2024-10-06T21:43:53Z,2,,db1955245464407398ac696a2eced162
spotify:track:1R6D7X8mDFoFJN7pQYu4Dn,fe439333346c474e979620a8518494e9,2024-10-06T21:43:53Z,2,,db1955245464407398ac696a2eced162
spotify:track:4TnEL6XwpVrf3Qbb4DP2Fr,fe439333346c474e979620a8518494e9,2024-10-06T21:43:53Z,1,,db1955245464407398ac696a2eced162
spotify:track:4v0XOp3m5cLDmNGZrVmXbX,fe439333346c474e979620a8518494e9,2024-10-06T21:43:53Z,2,,db1955245464407398ac696a2eced162
