Spotify URI,Voter ID,Created,Points Assigned,Comment,Round ID
spotify:track:0LMmCYr1grtBC0nRO2MxDf,8b2aef69bc584c05921d0ae5565d6ffa,2024-02-04T21:50:51Z,1,,fb47851f511c4d7f9f5c8c3cb0c0710b
spotify:track:5TYQonY07iJP2ULhR4ptce,8b2aef69bc584c05921d0ae5565d6ffa,2024-02-04T21:50:51Z,4,,fb47851f511c4d7f9f5c8c3cb0c0710b
spotify:track:77h6In3WYPphDkpU8PMY2o,8b2aef69bc584c05921d0ae5565d6ffa,2024-02-04T21:50:51Z,2,,fb47851f511c4d7f9f5c8c3cb0c0710b
spotify:track:7jO2B8Xgfu7D9vj60XiG7Y,8b2aef69bc584c05921d0ae5565d6ffa,2024-02-04T21:50:51Z,3,,fb47851f511c4d7f9f5c8c3cb0c0710b
spotify:track:0f5N14nB8xi0p3o4BlVvbx,e93989f4c07043b8a87a75597804de62,2024-02-05T18:59:08Z,1,,fb47851f511c4d7f9f5c8c3cb0c0710b
spotify:track:2KfjGQ3MjL1PlRsf2xUH5s,e93989f4c07043b8a87a75597804de62,2024-02-05T18:59:08Z,2,The solo is dope,fb47851f511c4d7f9f5c8c3cb0c0710b
spotify:track:2mKY3LWyyLYgz3aFsHQk83,e93989f4c07043b8a87a75597804de62,2024-02-05T18:59:08Z,1,,fb47851f511c4d7f9f5c8c3cb0c0710b
spotify:track:37pKTyMwalomKCZjxTc2QZ,e93989f4c07043b8a87a75597804de62,2024-02-05T18:59:08Z,1,,fb47851f511c4d7f9f5c8c3cb0c0710b
spotify:track:39exKIvycQDgs4T6uXdyu0,e93989f4c07043b8a87a75597804de62,2024-02-05T18:59:08Z,1,,fb47851f511c4d7f9f5c8c3cb0c0710b
spotify:track:77h6In3WYPphDkpU8PMY2o,e93989f4c07043b8a87a75597804de62,2024-02-05T18:59:08Z,2,,fb47851f511c4d7f9f5c8c3cb0c0710b
spotify:track:7jO2B8Xgfu7D9vj60XiG7Y,e93989f4c07043b8a87a75597804de62,2024-02-05T18:59:08Z,2,,fb47851f511c4d7f9f5c8c3cb0c0710b
spotify:track:0LMmCYr1grtBC0nRO2MxDf,5e2e370d6037470db1db3be5bb89fcbe,2024-02-07T13:28:59Z,1,Obligatory,fb47851f511c4d7f9f5c8c3cb0c0710b
spotify:track:37pKTyMwalomKCZjxTc2QZ,5e2e370d6037470db1db3be5bb89fcbe,2024-02-07T13:28:59Z,2,,fb47851f511c4d7f9f5c8c3cb0c0710b
spotify:track:6G781gYk6ZNDIxXiqbW0gN,5e2e370d6037470db1db3be5bb89fcbe,2024-02-07T13:28:59Z,4,,fb47851f511c4d7f9f5c8c3cb0c0710b
spotify:track:7zziAl5JLJkblDYls4YWBr,5e2e370d6037470db1db3be5bb89fcbe,2024-02-07T13:28:59Z,3,This song cracked me up,fb47851f511c4d7f9f5c8c3cb0c0710b
spotify:track:2mKY3LWyyLYgz3aFsHQk83,1422560e770a4897ab67503868575a46,2024-02-07T18:33:53Z,2,,fb47851f511c4d7f9f5c8c3cb0c0710b
spotify:track:37pKTyMwalomKCZjxTc2QZ,1422560e770a4897ab67503868575a46,2024-02-07T18:33:53Z,2,,fb47851f511c4d7f9f5c8c3cb0c0710b
spotify:track:6G781gYk6ZNDIxXiqbW0gN,1422560e770a4897ab67503868575a46,2024-02-07T18:33:53Z,2,,fb47851f511c4d7f9f5c8c3cb0c0710b
spotify:track:6meTlodlx0whBYj9Gux4LQ,1422560e770a4897ab67503868575a46,2024-02-07T18:33:53Z,1,,fb47851f511c4d7f9f5c8c3cb0c0710b
spotify:track:77h6In3WYPphDkpU8PMY2o,1422560e770a4897ab67503868575a46,2024-02-07T18:33:53Z,2,,fb47851f511c4d7f9f5c8c3cb0c0710b
spotify:track:7jO2B8Xgfu7D9vj60XiG7Y,1422560e770a4897ab67503868575a46,2024-02-07T18:33:53Z,1,,fb47851f511c4d7f9f5c8c3cb0c0710b
spotify:track:2KfjGQ3MjL1PlRsf2xUH5s,fe439333346c474e979620a8518494e9,2024-02-07T18:47:43Z,2,"Damn that solo was amazing, I also forgot at several points that this was a live recording ",fb47851f511c4d7f9f5c8c3cb0c0710b
spotify:track:37pKTyMwalomKCZjxTc2QZ,fe439333346c474e979620a8518494e9,2024-02-07T18:47:43Z,2,Love this whole song,fb47851f511c4d7f9f5c8c3cb0c0710b
spotify:track:39exKIvycQDgs4T6uXdyu0,fe439333346c474e979620a8518494e9,2024-02-07T18:47:43Z,0,Every lyric in this song has a green box in genius and therefore makes a lot of sense. ,fb47851f511c4d7f9f5c8c3cb0c0710b
spotify:track:6G781gYk6ZNDIxXiqbW0gN,fe439333346c474e979620a8518494e9,2024-02-07T18:47:43Z,1,,fb47851f511c4d7f9f5c8c3cb0c0710b
spotify:track:77h6In3WYPphDkpU8PMY2o,fe439333346c474e979620a8518494e9,2024-02-07T18:47:43Z,2,,fb47851f511c4d7f9f5c8c3cb0c0710b
spotify:track:7jO2B8Xgfu7D9vj60XiG7Y,fe439333346c474e979620a8518494e9,2024-02-07T18:47:43Z,2,,fb47851f511c4d7f9f5c8c3cb0c0710b
spotify:track:7zziAl5JLJkblDYls4YWBr,fe439333346c474e979620a8518494e9,2024-02-07T18:47:43Z,1,If Mr Kaufman is still kicking it he should open for the upcoming Kid Rock festival ,fb47851f511c4d7f9f5c8c3cb0c0710b
spotify:track:0f5N14nB8xi0p3o4BlVvbx,2c7be4f2a69c4a63861edd8bd58bc511,2024-02-08T05:19:01Z,1,,fb47851f511c4d7f9f5c8c3cb0c0710b
