Spotify URI,Voter ID,Created,Points Assigned,Comment,Round ID
spotify:track:1Dr5JexwA15wmKe7Y7maA9,1422560e770a4897ab67503868575a46,2024-05-28T09:39:05Z,2,Cool intro,f3fcd3b883754166b0355b8ac4c8f54c
spotify:track:1CQHMHRCDs1qioeseVTbaR,1422560e770a4897ab67503868575a46,2024-05-28T09:39:05Z,1,Was unaware that the lyrics were not ‘cool whip’,f3fcd3b883754166b0355b8ac4c8f54c
spotify:track:7ledv9CTjqdwnvHgRmETyZ,1422560e770a4897ab67503868575a46,2024-05-28T09:39:05Z,2,I have a history with this song. Amazing,f3fcd3b883754166b0355b8ac4c8f54c
spotify:track:6VUYwnd11VvLWdubhFioLz,1422560e770a4897ab67503868575a46,2024-05-28T09:39:05Z,1,What’s a bradio?,f3fcd3b883754166b0355b8ac4c8f54c
spotify:track:5n9od7Y9hQuExDiN1bTg9B,1422560e770a4897ab67503868575a46,2024-05-28T09:39:05Z,0,Texan strokes ,f3fcd3b883754166b0355b8ac4c8f54c
spotify:track:54Sc7mZQ1RM03STpk4SfaA,1422560e770a4897ab67503868575a46,2024-05-28T09:39:05Z,0,"With all due respect, I love Hamilton, but I can’t stand this song",f3fcd3b883754166b0355b8ac4c8f54c
spotify:track:4uip0lLkMKl1nwchsdXs1r,1422560e770a4897ab67503868575a46,2024-05-28T09:39:05Z,1,,f3fcd3b883754166b0355b8ac4c8f54c
spotify:track:4ieunk0Q7WADWYoZMSolwG,1422560e770a4897ab67503868575a46,2024-05-28T09:39:05Z,1,Very on subject,f3fcd3b883754166b0355b8ac4c8f54c
spotify:track:28qvDblVWmvCUtbeRFgxOj,1422560e770a4897ab67503868575a46,2024-05-28T09:39:05Z,0,Pretty sure this was like the 10th song I downloaded on Napster,f3fcd3b883754166b0355b8ac4c8f54c
spotify:track:1oX0ovlfmuPmtyEMQu6vRi,1422560e770a4897ab67503868575a46,2024-05-28T09:39:05Z,2,,f3fcd3b883754166b0355b8ac4c8f54c
