Spotify URI,Voter ID,Created,Points Assigned,Comment,Round ID
spotify:track:0nys6GusuHnjSYLW0PYYb7,5e2e370d6037470db1db3be5bb89fcbe,2023-05-18T21:30:34Z,2,This is a theme song for sure,be152f6b315443eaa762fff5f8838e1b
spotify:track:39CyGKIFqMzSuynOR8uilD,5e2e370d6037470db1db3be5bb89fcbe,2023-05-18T21:30:34Z,1,Love Nina simone,be152f6b315443eaa762fff5f8838e1b
spotify:track:3gkSQbWTDBh0ZKq85WmJDz,5e2e370d6037470db1db3be5bb89fcbe,2023-05-18T21:30:34Z,3,I originally rated this low but when I re-read the description … it did it for me,be152f6b315443eaa762fff5f8838e1b
spotify:track:3h9zGJCR0ayAxxub015xb7,5e2e370d6037470db1db3be5bb89fcbe,2023-05-18T21:30:34Z,0,Wanted to give this one points but ran out,be152f6b315443eaa762fff5f8838e1b
spotify:track:4efAv86uRxR4yQBcb3Vczq,5e2e370d6037470db1db3be5bb89fcbe,2023-05-18T21:30:34Z,4,I liked this description and the song matched very well,be152f6b315443eaa762fff5f8838e1b
spotify:track:0nys6GusuHnjSYLW0PYYb7,e93989f4c07043b8a87a75597804de62,2023-05-19T02:50:46Z,2,Deserved more points than I had left to give.,be152f6b315443eaa762fff5f8838e1b
spotify:track:3gkSQbWTDBh0ZKq85WmJDz,e93989f4c07043b8a87a75597804de62,2023-05-19T02:50:46Z,1,Excellent show pitch. Apologize for not having more points.,be152f6b315443eaa762fff5f8838e1b
spotify:track:3h9zGJCR0ayAxxub015xb7,e93989f4c07043b8a87a75597804de62,2023-05-19T02:50:46Z,1,,be152f6b315443eaa762fff5f8838e1b
spotify:track:3nAe3tuqBOXqy0fdWBESRg,e93989f4c07043b8a87a75597804de62,2023-05-19T02:50:46Z,1,,be152f6b315443eaa762fff5f8838e1b
spotify:track:63tffuSUDBjv3sdTDSTm1w,e93989f4c07043b8a87a75597804de62,2023-05-19T02:50:46Z,2,Excellent job here. Deserves more points but too much competition.,be152f6b315443eaa762fff5f8838e1b
spotify:track:74rctjwepEqaQWrZK1VK63,e93989f4c07043b8a87a75597804de62,2023-05-19T02:50:46Z,2,Excellent show pitch. Apologize for not having more points.,be152f6b315443eaa762fff5f8838e1b
spotify:track:76p5d8BcoUNIibKjCqOAOg,e93989f4c07043b8a87a75597804de62,2023-05-19T02:50:46Z,1,,be152f6b315443eaa762fff5f8838e1b
spotify:track:0nys6GusuHnjSYLW0PYYb7,8b2aef69bc584c05921d0ae5565d6ffa,2023-05-19T20:51:55Z,3,Wait a minute....I don't think that big D was a grade! Harlot!,be152f6b315443eaa762fff5f8838e1b
spotify:track:3nAe3tuqBOXqy0fdWBESRg,8b2aef69bc584c05921d0ae5565d6ffa,2023-05-19T20:51:55Z,1,,be152f6b315443eaa762fff5f8838e1b
spotify:track:4efAv86uRxR4yQBcb3Vczq,8b2aef69bc584c05921d0ae5565d6ffa,2023-05-19T20:51:55Z,4,Love this song (went and saw them at the Italian Street Festival many years ago) and this premise sounds hilarious.,be152f6b315443eaa762fff5f8838e1b
spotify:track:63tffuSUDBjv3sdTDSTm1w,8b2aef69bc584c05921d0ae5565d6ffa,2023-05-19T20:51:55Z,2,,be152f6b315443eaa762fff5f8838e1b
spotify:track:0nys6GusuHnjSYLW0PYYb7,fe439333346c474e979620a8518494e9,2023-05-19T21:52:14Z,2,"Perfect pairing, song is great and would hook viewers from the first note",be152f6b315443eaa762fff5f8838e1b
spotify:track:39CyGKIFqMzSuynOR8uilD,fe439333346c474e979620a8518494e9,2023-05-19T21:52:14Z,1,"She is awesome, great fit for the show too",be152f6b315443eaa762fff5f8838e1b
spotify:track:3gkSQbWTDBh0ZKq85WmJDz,fe439333346c474e979620a8518494e9,2023-05-19T21:52:14Z,2,This grungy song perfectly matches this must see show ,be152f6b315443eaa762fff5f8838e1b
spotify:track:3nAe3tuqBOXqy0fdWBESRg,fe439333346c474e979620a8518494e9,2023-05-19T21:52:14Z,1,"Song was good, show is perfect ",be152f6b315443eaa762fff5f8838e1b
