Spotify URI,Voter ID,Created,Points Assigned,Comment,Round ID
spotify:track:0AKBvH8pYrwOyexVBgYhIQ,1422560e770a4897ab67503868575a46,2023-03-07T20:19:45Z,1,,7e59396ada8749b49e430a36303ec99a
spotify:track:0CPKpeMUOymAj1nNHS93jt,1422560e770a4897ab67503868575a46,2023-03-07T20:19:45Z,1,,7e59396ada8749b49e430a36303ec99a
spotify:track:2yQWup8VoCwYlxULH8bEIE,1422560e770a4897ab67503868575a46,2023-03-07T20:19:45Z,1,,7e59396ada8749b49e430a36303ec99a
spotify:track:5gdfUvZS4OdMA7BJtVG2tJ,1422560e770a4897ab67503868575a46,2023-03-07T20:19:45Z,3,,7e59396ada8749b49e430a36303ec99a
spotify:track:710zyuccdHKmIBxIB2CtNh,1422560e770a4897ab67503868575a46,2023-03-07T20:19:45Z,2,,7e59396ada8749b49e430a36303ec99a
spotify:track:7r8NX1HNmO73rL5t9xmvDA,1422560e770a4897ab67503868575a46,2023-03-07T20:19:45Z,2,,7e59396ada8749b49e430a36303ec99a
spotify:track:0AKBvH8pYrwOyexVBgYhIQ,8b2aef69bc584c05921d0ae5565d6ffa,2023-03-07T21:22:26Z,3,,7e59396ada8749b49e430a36303ec99a
spotify:track:0CPKpeMUOymAj1nNHS93jt,8b2aef69bc584c05921d0ae5565d6ffa,2023-03-07T21:22:26Z,1,,7e59396ada8749b49e430a36303ec99a
spotify:track:0gVTOC191ScBI2Frj9NQQX,8b2aef69bc584c05921d0ae5565d6ffa,2023-03-07T21:22:26Z,4,,7e59396ada8749b49e430a36303ec99a
spotify:track:2yQWup8VoCwYlxULH8bEIE,8b2aef69bc584c05921d0ae5565d6ffa,2023-03-07T21:22:26Z,2,,7e59396ada8749b49e430a36303ec99a
spotify:track:6RFRUvajtQdmxUPgSeY6tF,8b2aef69bc584c05921d0ae5565d6ffa,2023-03-07T21:22:26Z,0,I really liked this one but it didn't feel like blue grass to me. ,7e59396ada8749b49e430a36303ec99a
spotify:track:0AKBvH8pYrwOyexVBgYhIQ,e93989f4c07043b8a87a75597804de62,2023-03-08T13:57:59Z,2,,7e59396ada8749b49e430a36303ec99a
spotify:track:0CPKpeMUOymAj1nNHS93jt,e93989f4c07043b8a87a75597804de62,2023-03-08T13:57:59Z,1,,7e59396ada8749b49e430a36303ec99a
spotify:track:0gVTOC191ScBI2Frj9NQQX,e93989f4c07043b8a87a75597804de62,2023-03-08T13:57:59Z,1,,7e59396ada8749b49e430a36303ec99a
spotify:track:4eMxLQtSdgxdA1Hs6D2YuN,e93989f4c07043b8a87a75597804de62,2023-03-08T13:57:59Z,1,,7e59396ada8749b49e430a36303ec99a
spotify:track:5gdfUvZS4OdMA7BJtVG2tJ,e93989f4c07043b8a87a75597804de62,2023-03-08T13:57:59Z,1,,7e59396ada8749b49e430a36303ec99a
