Spotify URI,Voter ID,Created,Points Assigned,Comment,Round ID
spotify:track:1xpd5XqLsrQDBa81ON2kOb,e93989f4c07043b8a87a75597804de62,2023-01-31T03:00:22Z,3,"Not sure I’ve ever heard this. If so, I don’t remember it. Love it.",750351fa296b463299607f8607a12830
spotify:track:2Gd9ME5OKuzUB0QAT1HtL0,e93989f4c07043b8a87a75597804de62,2023-01-31T03:00:22Z,4,Phenomenal choice. Killer song and one I’d totally forgotten about.,750351fa296b463299607f8607a12830
spotify:track:4H1ttBCmT7cqvGJLqfHbED,e93989f4c07043b8a87a75597804de62,2023-01-31T03:00:22Z,1,,750351fa296b463299607f8607a12830
spotify:track:5hcer4MP5GeHqtSjDYx5AC,e93989f4c07043b8a87a75597804de62,2023-01-31T03:00:22Z,2,,750351fa296b463299607f8607a12830
spotify:track:7E81YAfHOaSlnevLjKMghT,e93989f4c07043b8a87a75597804de62,2023-01-31T03:00:22Z,0,Would have been next to get a vote if I had any left.,750351fa296b463299607f8607a12830
spotify:track:18ZOH3KKu5Elt5ysocFyX4,fe439333346c474e979620a8518494e9,2023-01-31T17:55:13Z,1,"Hashtag all the feels, what a great jam",750351fa296b463299607f8607a12830
spotify:track:1xpd5XqLsrQDBa81ON2kOb,fe439333346c474e979620a8518494e9,2023-01-31T17:55:13Z,4,This song would still chart today,750351fa296b463299607f8607a12830
spotify:track:2Gd9ME5OKuzUB0QAT1HtL0,fe439333346c474e979620a8518494e9,2023-01-31T17:55:13Z,2,"Never heard this, freaking awesome guitar solo",750351fa296b463299607f8607a12830
spotify:track:4H1ttBCmT7cqvGJLqfHbED,fe439333346c474e979620a8518494e9,2023-01-31T17:55:13Z,0,"This was great too, I only had their one song called circles on a mix tape",750351fa296b463299607f8607a12830
spotify:track:6YyqULhTNU7AKaKJKChluQ,fe439333346c474e979620a8518494e9,2023-01-31T17:55:13Z,0,11 minutes right out of Robert California party,750351fa296b463299607f8607a12830
spotify:track:7BAA2stprbayDqZ7eGZqUl,fe439333346c474e979620a8518494e9,2023-01-31T17:55:13Z,0,"Never heard this one either, I like it a lot more than happy when it rains",750351fa296b463299607f8607a12830
spotify:track:7E81YAfHOaSlnevLjKMghT,fe439333346c474e979620a8518494e9,2023-01-31T17:55:13Z,2,"This song slaps, never heard it before and will be adding it to the queue ",750351fa296b463299607f8607a12830
spotify:track:7ojJ4XvqBhBcteM0zjMebT,fe439333346c474e979620a8518494e9,2023-01-31T17:55:13Z,1,Brings back those awkward 7th grade dance vibes,750351fa296b463299607f8607a12830
spotify:track:1xpd5XqLsrQDBa81ON2kOb,2c7be4f2a69c4a63861edd8bd58bc511,2023-01-31T18:01:54Z,1,,750351fa296b463299607f8607a12830
spotify:track:4ACxa9buEUnOdYEoPcnMpi,2c7be4f2a69c4a63861edd8bd58bc511,2023-01-31T18:01:54Z,3,,750351fa296b463299607f8607a12830
spotify:track:4H1ttBCmT7cqvGJLqfHbED,2c7be4f2a69c4a63861edd8bd58bc511,2023-01-31T18:01:54Z,1,,750351fa296b463299607f8607a12830
spotify:track:5hcer4MP5GeHqtSjDYx5AC,2c7be4f2a69c4a63861edd8bd58bc511,2023-01-31T18:01:54Z,2,,750351fa296b463299607f8607a12830
spotify:track:6YyqULhTNU7AKaKJKChluQ,2c7be4f2a69c4a63861edd8bd58bc511,2023-01-31T18:01:54Z,1,,750351fa296b463299607f8607a12830
spotify:track:7ojJ4XvqBhBcteM0zjMebT,2c7be4f2a69c4a63861edd8bd58bc511,2023-01-31T18:01:54Z,2,,750351fa296b463299607f8607a12830
spotify:track:2FaWFQmxJswkirZkz1pdWw,8b2aef69bc584c05921d0ae5565d6ffa,2023-02-02T16:53:47Z,1,,73aac5a9a008465880d9554c7a1a2f29
spotify:track:2GmJP1FWraZ6XQaKUTkUSP,8b2aef69bc584c05921d0ae5565d6ffa,2023-02-02T16:53:47Z,1,,73aac5a9a008465880d9554c7a1a2f29
spotify:track:39lw4tu2jDKW5kf7HGyqmM,8b2aef69bc584c05921d0ae5565d6ffa,2023-02-02T16:53:47Z,4,,73aac5a9a008465880d9554c7a1a2f29
spotify:track:4THrHKyBL0yaDDw9yg37Zk,8b2aef69bc584c05921d0ae5565d6ffa,2023-02-02T16:53:47Z,1,,73aac5a9a008465880d9554c7a1a2f29
spotify:track:6hu1f1cXSw7OAqhpSQ2zDy,8b2aef69bc584c05921d0ae5565d6ffa,2023-02-02T16:53:47Z,3,,73aac5a9a008465880d9554c7a1a2f29
spotify:track:29xD114tlx4rYh17Rthmw9,e93989f4c07043b8a87a75597804de62,2023-02-03T03:38:12Z,2,,73aac5a9a008465880d9554c7a1a2f29
spotify:track:2GmJP1FWraZ6XQaKUTkUSP,e93989f4c07043b8a87a75597804de62,2023-02-03T03:38:12Z,2,,73aac5a9a008465880d9554c7a1a2f29
spotify:track:3pRaLNL3b8x5uBOcsgvdqM,e93989f4c07043b8a87a75597804de62,2023-02-03T03:38:12Z,1,,73aac5a9a008465880d9554c7a1a2f29
spotify:track:3XbwgAYisQ3aQChmNuep0C,e93989f4c07043b8a87a75597804de62,2023-02-03T03:38:12Z,1,,73aac5a9a008465880d9554c7a1a2f29
spotify:track:4o00TPFh7RiGPoqeJbMEpP,e93989f4c07043b8a87a75597804de62,2023-02-03T03:38:12Z,1,,73aac5a9a008465880d9554c7a1a2f29
spotify:track:4THrHKyBL0yaDDw9yg37Zk,e93989f4c07043b8a87a75597804de62,2023-02-03T03:38:12Z,1,,73aac5a9a008465880d9554c7a1a2f29
spotify:track:5YBVDvTSSSiqv7KZDeUlXA,e93989f4c07043b8a87a75597804de62,2023-02-03T03:38:12Z,1,,73aac5a9a008465880d9554c7a1a2f29
spotify:track:6hu1f1cXSw7OAqhpSQ2zDy,e93989f4c07043b8a87a75597804de62,2023-02-03T03:38:12Z,1,,73aac5a9a008465880d9554c7a1a2f29
spotify:track:2FaWFQmxJswkirZkz1pdWw,2c7be4f2a69c4a63861edd8bd58bc511,2023-02-04T23:14:29Z,1,,73aac5a9a008465880d9554c7a1a2f29
spotify:track:2GmJP1FWraZ6XQaKUTkUSP,2c7be4f2a69c4a63861edd8bd58bc511,2023-02-04T23:14:29Z,1,,73aac5a9a008465880d9554c7a1a2f29
spotify:track:39lw4tu2jDKW5kf7HGyqmM,2c7be4f2a69c4a63861edd8bd58bc511,2023-02-04T23:14:29Z,2,,73aac5a9a008465880d9554c7a1a2f29
spotify:track:3pRaLNL3b8x5uBOcsgvdqM,2c7be4f2a69c4a63861edd8bd58bc511,2023-02-04T23:14:29Z,2,,73aac5a9a008465880d9554c7a1a2f29
spotify:track:5YBVDvTSSSiqv7KZDeUlXA,2c7be4f2a69c4a63861edd8bd58bc511,2023-02-04T23:14:29Z,1,,73aac5a9a008465880d9554c7a1a2f29
spotify:track:6hu1f1cXSw7OAqhpSQ2zDy,2c7be4f2a69c4a63861edd8bd58bc511,2023-02-04T23:14:29Z,3,,73aac5a9a008465880d9554c7a1a2f29
spotify:track:29xD114tlx4rYh17Rthmw9,1422560e770a4897ab67503868575a46,2023-02-06T13:28:16Z,1,,73aac5a9a008465880d9554c7a1a2f29
spotify:track:2FaWFQmxJswkirZkz1pdWw,1422560e770a4897ab67503868575a46,2023-02-06T13:28:16Z,2,,73aac5a9a008465880d9554c7a1a2f29
spotify:track:2GmJP1FWraZ6XQaKUTkUSP,1422560e770a4897ab67503868575a46,2023-02-06T13:28:16Z,1,,73aac5a9a008465880d9554c7a1a2f29
spotify:track:39lw4tu2jDKW5kf7HGyqmM,1422560e770a4897ab67503868575a46,2023-02-06T13:28:16Z,2,,73aac5a9a008465880d9554c7a1a2f29
spotify:track:3pRaLNL3b8x5uBOcsgvdqM,1422560e770a4897ab67503868575a46,2023-02-06T13:28:16Z,1,,73aac5a9a008465880d9554c7a1a2f29
spotify:track:3XbwgAYisQ3aQChmNuep0C,1422560e770a4897ab67503868575a46,2023-02-06T13:28:16Z,1,,73aac5a9a008465880d9554c7a1a2f29
spotify:track:4o00TPFh7RiGPoqeJbMEpP,1422560e770a4897ab67503868575a46,2023-02-06T13:28:16Z,1,,73aac5a9a008465880d9554c7a1a2f29
spotify:track:4THrHKyBL0yaDDw9yg37Zk,1422560e770a4897ab67503868575a46,2023-02-06T13:28:16Z,1,,73aac5a9a008465880d9554c7a1a2f29
spotify:track:2FaWFQmxJswkirZkz1pdWw,fe439333346c474e979620a8518494e9,2023-02-06T15:49:30Z,3,This one stopped me in my tracks. ,73aac5a9a008465880d9554c7a1a2f29
spotify:track:39lw4tu2jDKW5kf7HGyqmM,fe439333346c474e979620a8518494e9,2023-02-06T15:49:30Z,1,,73aac5a9a008465880d9554c7a1a2f29
spotify:track:3pRaLNL3b8x5uBOcsgvdqM,fe439333346c474e979620a8518494e9,2023-02-06T15:49:30Z,1,,73aac5a9a008465880d9554c7a1a2f29
spotify:track:4THrHKyBL0yaDDw9yg37Zk,fe439333346c474e979620a8518494e9,2023-02-06T15:49:30Z,1,,73aac5a9a008465880d9554c7a1a2f29
spotify:track:5YBVDvTSSSiqv7KZDeUlXA,fe439333346c474e979620a8518494e9,2023-02-06T15:49:30Z,2,No idea this was a cover,73aac5a9a008465880d9554c7a1a2f29
spotify:track:6hu1f1cXSw7OAqhpSQ2zDy,fe439333346c474e979620a8518494e9,2023-02-06T15:49:30Z,2,"Same here, no idea it was a cover",73aac5a9a008465880d9554c7a1a2f29
spotify:track:02ww0c8o8q5oKwjjKx5Qjn,8b2aef69bc584c05921d0ae5565d6ffa,2023-02-09T01:13:04Z,2,,1e381d90fd37422186f03f55f8abfee5
spotify:track:0Sq3wdy9bjXBAnkc0SO2A4,8b2aef69bc584c05921d0ae5565d6ffa,2023-02-09T01:13:04Z,2,,1e381d90fd37422186f03f55f8abfee5
spotify:track:0SsvUArQazkyJjXINv4Wnl,8b2aef69bc584c05921d0ae5565d6ffa,2023-02-09T01:13:04Z,1,,1e381d90fd37422186f03f55f8abfee5
spotify:track:0wSmZykDgah7GfaUNZUZCb,8b2aef69bc584c05921d0ae5565d6ffa,2023-02-09T01:13:04Z,1,,1e381d90fd37422186f03f55f8abfee5
spotify:track:1mCB5QNLkC7jzcxxWPJMj3,8b2aef69bc584c05921d0ae5565d6ffa,2023-02-09T01:13:04Z,2,,1e381d90fd37422186f03f55f8abfee5
spotify:track:4O1aEPLNamT9ZuClNZi2KM,8b2aef69bc584c05921d0ae5565d6ffa,2023-02-09T01:13:04Z,1,,1e381d90fd37422186f03f55f8abfee5
spotify:track:67nD6Cd1IZwnj9TsDLly6o,8b2aef69bc584c05921d0ae5565d6ffa,2023-02-09T01:13:04Z,1,,1e381d90fd37422186f03f55f8abfee5
spotify:track:02ww0c8o8q5oKwjjKx5Qjn,e93989f4c07043b8a87a75597804de62,2023-02-09T04:22:31Z,1,,1e381d90fd37422186f03f55f8abfee5
spotify:track:0Sq3wdy9bjXBAnkc0SO2A4,e93989f4c07043b8a87a75597804de62,2023-02-09T04:22:31Z,1,,1e381d90fd37422186f03f55f8abfee5
spotify:track:0wSmZykDgah7GfaUNZUZCb,e93989f4c07043b8a87a75597804de62,2023-02-09T04:22:31Z,1,,1e381d90fd37422186f03f55f8abfee5
spotify:track:3OwtuzRo8mc7lgsBau9MWk,e93989f4c07043b8a87a75597804de62,2023-02-09T04:22:31Z,2,,1e381d90fd37422186f03f55f8abfee5
spotify:track:48Xp0fGOluD1NJmHOeYFg5,e93989f4c07043b8a87a75597804de62,2023-02-09T04:22:31Z,2,,1e381d90fd37422186f03f55f8abfee5
spotify:track:4JUgmt3hxaO5gLXq4puZKK,e93989f4c07043b8a87a75597804de62,2023-02-09T04:22:31Z,2,,1e381d90fd37422186f03f55f8abfee5
spotify:track:4O1aEPLNamT9ZuClNZi2KM,e93989f4c07043b8a87a75597804de62,2023-02-09T04:22:31Z,1,,1e381d90fd37422186f03f55f8abfee5
spotify:track:02ww0c8o8q5oKwjjKx5Qjn,1422560e770a4897ab67503868575a46,2023-02-09T14:12:15Z,1,I almost submitted transatlanticism then changed at the last minute,1e381d90fd37422186f03f55f8abfee5
spotify:track:0Sq3wdy9bjXBAnkc0SO2A4,1422560e770a4897ab67503868575a46,2023-02-09T14:12:15Z,3,I love this album,1e381d90fd37422186f03f55f8abfee5
spotify:track:1mCB5QNLkC7jzcxxWPJMj3,1422560e770a4897ab67503868575a46,2023-02-09T14:12:15Z,1,Scruggs is so fun to say ,1e381d90fd37422186f03f55f8abfee5
spotify:track:3OwtuzRo8mc7lgsBau9MWk,1422560e770a4897ab67503868575a46,2023-02-09T14:12:15Z,2,This guy is weird AF and I like it,1e381d90fd37422186f03f55f8abfee5
spotify:track:48Xp0fGOluD1NJmHOeYFg5,1422560e770a4897ab67503868575a46,2023-02-09T14:12:15Z,2,No you’re crying,1e381d90fd37422186f03f55f8abfee5
spotify:track:4JUgmt3hxaO5gLXq4puZKK,1422560e770a4897ab67503868575a46,2023-02-09T14:12:15Z,0,Was that a golden microphone gun in the video?,1e381d90fd37422186f03f55f8abfee5
spotify:track:67nD6Cd1IZwnj9TsDLly6o,1422560e770a4897ab67503868575a46,2023-02-09T14:12:15Z,1,I’ve got specific high school memories listening to this,1e381d90fd37422186f03f55f8abfee5
spotify:track:0SsvUArQazkyJjXINv4Wnl,fe439333346c474e979620a8518494e9,2023-02-09T16:15:48Z,1,"This is awesome, I love their songs when they sing normally and let the guitars do their thing",1e381d90fd37422186f03f55f8abfee5
spotify:track:0wSmZykDgah7GfaUNZUZCb,fe439333346c474e979620a8518494e9,2023-02-09T16:15:48Z,1,"Also awesome, I need to listen to this band way more ",1e381d90fd37422186f03f55f8abfee5
spotify:track:1mCB5QNLkC7jzcxxWPJMj3,fe439333346c474e979620a8518494e9,2023-02-09T16:15:48Z,1,"Sir Elton, country star",1e381d90fd37422186f03f55f8abfee5
spotify:track:3OwtuzRo8mc7lgsBau9MWk,fe439333346c474e979620a8518494e9,2023-02-09T16:15:48Z,1,His voice is an international treasure ,1e381d90fd37422186f03f55f8abfee5
spotify:track:48Xp0fGOluD1NJmHOeYFg5,fe439333346c474e979620a8518494e9,2023-02-09T16:15:48Z,1,I'm not crying you're crying ,1e381d90fd37422186f03f55f8abfee5
spotify:track:4JUgmt3hxaO5gLXq4puZKK,fe439333346c474e979620a8518494e9,2023-02-09T16:15:48Z,2,It's really not a mystery how a 5' 2'' dude pulled like that,1e381d90fd37422186f03f55f8abfee5
spotify:track:4O1aEPLNamT9ZuClNZi2KM,fe439333346c474e979620a8518494e9,2023-02-09T16:15:48Z,1,"Really great sound, I need to listen to them more too",1e381d90fd37422186f03f55f8abfee5
spotify:track:67nD6Cd1IZwnj9TsDLly6o,fe439333346c474e979620a8518494e9,2023-02-09T16:15:48Z,2,What a red hot deep cut,1e381d90fd37422186f03f55f8abfee5
spotify:track:0Sq3wdy9bjXBAnkc0SO2A4,2c7be4f2a69c4a63861edd8bd58bc511,2023-02-09T17:24:03Z,2,,1e381d90fd37422186f03f55f8abfee5
spotify:track:0wSmZykDgah7GfaUNZUZCb,2c7be4f2a69c4a63861edd8bd58bc511,2023-02-09T17:24:03Z,2,,1e381d90fd37422186f03f55f8abfee5
spotify:track:1mCB5QNLkC7jzcxxWPJMj3,2c7be4f2a69c4a63861edd8bd58bc511,2023-02-09T17:24:03Z,2,,1e381d90fd37422186f03f55f8abfee5
spotify:track:4O1aEPLNamT9ZuClNZi2KM,2c7be4f2a69c4a63861edd8bd58bc511,2023-02-09T17:24:03Z,2,,1e381d90fd37422186f03f55f8abfee5
spotify:track:67nD6Cd1IZwnj9TsDLly6o,2c7be4f2a69c4a63861edd8bd58bc511,2023-02-09T17:24:03Z,2,,1e381d90fd37422186f03f55f8abfee5
spotify:track:17dfv4K39teHiN0mTkUXqa,8b2aef69bc584c05921d0ae5565d6ffa,2023-02-12T21:19:57Z,2,,7d237a0b217c43aab145bc790726635d
spotify:track:1ivW2dMacQpwAoc9olT6UJ,8b2aef69bc584c05921d0ae5565d6ffa,2023-02-12T21:19:57Z,1,,7d237a0b217c43aab145bc790726635d
spotify:track:4mPYI0eSuwRrRNHOro71kQ,8b2aef69bc584c05921d0ae5565d6ffa,2023-02-12T21:19:57Z,1,,7d237a0b217c43aab145bc790726635d
spotify:track:4qIv58ul4km5dfU3shT23V,8b2aef69bc584c05921d0ae5565d6ffa,2023-02-12T21:19:57Z,2,,7d237a0b217c43aab145bc790726635d
spotify:track:5dUxIdq8o7HSBDYqIEXcNR,8b2aef69bc584c05921d0ae5565d6ffa,2023-02-12T21:19:57Z,1,,7d237a0b217c43aab145bc790726635d
spotify:track:7lIkR8ooi4s9iplVz0MKj4,8b2aef69bc584c05921d0ae5565d6ffa,2023-02-12T21:19:57Z,1,,7d237a0b217c43aab145bc790726635d
spotify:track:7mkhdRep3PFme6KECigXsS,8b2aef69bc584c05921d0ae5565d6ffa,2023-02-12T21:19:57Z,2,,7d237a0b217c43aab145bc790726635d
spotify:track:1e0PeM3bjzkEinwWXVw7WM,e93989f4c07043b8a87a75597804de62,2023-02-13T04:23:00Z,1,,7d237a0b217c43aab145bc790726635d
spotify:track:1ivW2dMacQpwAoc9olT6UJ,e93989f4c07043b8a87a75597804de62,2023-02-13T04:23:00Z,2,,7d237a0b217c43aab145bc790726635d
spotify:track:1R8dTRz6tlbDPDSKInVmvq,e93989f4c07043b8a87a75597804de62,2023-02-13T04:23:00Z,3,,7d237a0b217c43aab145bc790726635d
spotify:track:4qIv58ul4km5dfU3shT23V,e93989f4c07043b8a87a75597804de62,2023-02-13T04:23:00Z,1,,7d237a0b217c43aab145bc790726635d
spotify:track:7CviZOg1GotsImZjY4nrET,e93989f4c07043b8a87a75597804de62,2023-02-13T04:23:00Z,1,,7d237a0b217c43aab145bc790726635d
spotify:track:7HjQuhMqkT5ULxKEIJ0oDg,e93989f4c07043b8a87a75597804de62,2023-02-13T04:23:00Z,1,,7d237a0b217c43aab145bc790726635d
spotify:track:7mkhdRep3PFme6KECigXsS,e93989f4c07043b8a87a75597804de62,2023-02-13T04:23:00Z,1,,7d237a0b217c43aab145bc790726635d
spotify:track:17dfv4K39teHiN0mTkUXqa,2c7be4f2a69c4a63861edd8bd58bc511,2023-02-13T07:12:00Z,1,,7d237a0b217c43aab145bc790726635d
spotify:track:1ivW2dMacQpwAoc9olT6UJ,2c7be4f2a69c4a63861edd8bd58bc511,2023-02-13T07:12:00Z,2,Good riff and nice arrangement. ,7d237a0b217c43aab145bc790726635d
spotify:track:1R8dTRz6tlbDPDSKInVmvq,2c7be4f2a69c4a63861edd8bd58bc511,2023-02-13T07:12:00Z,1,,7d237a0b217c43aab145bc790726635d
spotify:track:4mPYI0eSuwRrRNHOro71kQ,2c7be4f2a69c4a63861edd8bd58bc511,2023-02-13T07:12:00Z,1,,7d237a0b217c43aab145bc790726635d
spotify:track:7CviZOg1GotsImZjY4nrET,2c7be4f2a69c4a63861edd8bd58bc511,2023-02-13T07:12:00Z,2,,7d237a0b217c43aab145bc790726635d
spotify:track:7lIkR8ooi4s9iplVz0MKj4,2c7be4f2a69c4a63861edd8bd58bc511,2023-02-13T07:12:00Z,3,I knew this song word for word. ,7d237a0b217c43aab145bc790726635d
spotify:track:4qIv58ul4km5dfU3shT23V,1422560e770a4897ab67503868575a46,2023-02-13T14:01:38Z,1,,7d237a0b217c43aab145bc790726635d
spotify:track:5dUxIdq8o7HSBDYqIEXcNR,1422560e770a4897ab67503868575a46,2023-02-13T14:01:38Z,2,,7d237a0b217c43aab145bc790726635d
spotify:track:7CviZOg1GotsImZjY4nrET,1422560e770a4897ab67503868575a46,2023-02-13T14:01:38Z,3,This song is great,7d237a0b217c43aab145bc790726635d
spotify:track:7HjQuhMqkT5ULxKEIJ0oDg,1422560e770a4897ab67503868575a46,2023-02-13T14:01:38Z,2,"Man, they really pivoted ",7d237a0b217c43aab145bc790726635d
spotify:track:7lIkR8ooi4s9iplVz0MKj4,1422560e770a4897ab67503868575a46,2023-02-13T14:01:38Z,1,,7d237a0b217c43aab145bc790726635d
spotify:track:7mkhdRep3PFme6KECigXsS,1422560e770a4897ab67503868575a46,2023-02-13T14:01:38Z,1,,7d237a0b217c43aab145bc790726635d
spotify:track:17dfv4K39teHiN0mTkUXqa,5e2e370d6037470db1db3be5bb89fcbe,2023-02-13T19:38:07Z,5,,7d237a0b217c43aab145bc790726635d
spotify:track:1ivW2dMacQpwAoc9olT6UJ,5e2e370d6037470db1db3be5bb89fcbe,2023-02-13T19:38:07Z,1,,7d237a0b217c43aab145bc790726635d
spotify:track:1R8dTRz6tlbDPDSKInVmvq,5e2e370d6037470db1db3be5bb89fcbe,2023-02-13T19:38:07Z,1,,7d237a0b217c43aab145bc790726635d
spotify:track:4mPYI0eSuwRrRNHOro71kQ,5e2e370d6037470db1db3be5bb89fcbe,2023-02-13T19:38:07Z,1,,7d237a0b217c43aab145bc790726635d
spotify:track:5dUxIdq8o7HSBDYqIEXcNR,5e2e370d6037470db1db3be5bb89fcbe,2023-02-13T19:38:07Z,2,,7d237a0b217c43aab145bc790726635d
spotify:track:1e0PeM3bjzkEinwWXVw7WM,fe439333346c474e979620a8518494e9,2023-02-14T16:17:28Z,1,Gotta vote for the same KOL wavelength ,7d237a0b217c43aab145bc790726635d
spotify:track:1R8dTRz6tlbDPDSKInVmvq,fe439333346c474e979620a8518494e9,2023-02-14T16:17:28Z,2,,7d237a0b217c43aab145bc790726635d
spotify:track:4aVuWgvD0X63hcOCnZtNFA,fe439333346c474e979620a8518494e9,2023-02-14T16:17:28Z,0,This song is awesome but I think it's their biggest hit. ,7d237a0b217c43aab145bc790726635d
spotify:track:4mPYI0eSuwRrRNHOro71kQ,fe439333346c474e979620a8518494e9,2023-02-14T16:17:28Z,2,Holy shit I need to listen to more of him,7d237a0b217c43aab145bc790726635d
spotify:track:5dUxIdq8o7HSBDYqIEXcNR,fe439333346c474e979620a8518494e9,2023-02-14T16:17:28Z,2,You had it here before the super bowl commercial ,7d237a0b217c43aab145bc790726635d
spotify:track:7CviZOg1GotsImZjY4nrET,fe439333346c474e979620a8518494e9,2023-02-14T16:17:28Z,1,,7d237a0b217c43aab145bc790726635d
spotify:track:7mkhdRep3PFme6KECigXsS,fe439333346c474e979620a8518494e9,2023-02-14T16:17:28Z,2,Call it two bob Dylan songs!!,7d237a0b217c43aab145bc790726635d
spotify:track:0cJPLFrlV7TTCyPLupHzcH,8b2aef69bc584c05921d0ae5565d6ffa,2023-02-15T16:52:46Z,2,"Great, classic rhythms that drive the song and don't overpower it.",47f14e6b92a54d6792824933f4b9f207
spotify:track:0VVtmjN2U5k0rcjcbUvtFh,8b2aef69bc584c05921d0ae5565d6ffa,2023-02-15T16:52:46Z,3,"This one surprised me but it was good surprise, not doctor bill surprise.",47f14e6b92a54d6792824933f4b9f207
spotify:track:211tC6ZVlkUQh9ZUGEq6Sv,8b2aef69bc584c05921d0ae5565d6ffa,2023-02-15T16:52:46Z,1,,47f14e6b92a54d6792824933f4b9f207
spotify:track:3jagGO7eHHuaD53ibehkux,8b2aef69bc584c05921d0ae5565d6ffa,2023-02-15T16:52:46Z,1,My buddy Lee calls metal drummers athletic but not necessarily talented...still sounds like talent to me.,47f14e6b92a54d6792824933f4b9f207
spotify:track:4Z0XtXsWNYv15BaDS0sGC3,8b2aef69bc584c05921d0ae5565d6ffa,2023-02-15T16:52:46Z,2,This was some top notch metal jamming with a pinch of funk. I approve.,47f14e6b92a54d6792824933f4b9f207
spotify:track:7iWW3SUgt8d6EQruC0NQ2B,8b2aef69bc584c05921d0ae5565d6ffa,2023-02-15T16:52:46Z,1,,47f14e6b92a54d6792824933f4b9f207
spotify:track:1Krtfh550kyhfWPcRp6SnD,e93989f4c07043b8a87a75597804de62,2023-02-15T20:10:20Z,1,,47f14e6b92a54d6792824933f4b9f207
spotify:track:6wnbnHVFRaaPadaVGXeohq,e93989f4c07043b8a87a75597804de62,2023-02-15T20:10:20Z,2,,47f14e6b92a54d6792824933f4b9f207
spotify:track:4Ms0GKHCtr5Lpg4dKOhO2I,e93989f4c07043b8a87a75597804de62,2023-02-15T20:10:20Z,1,,47f14e6b92a54d6792824933f4b9f207
spotify:track:3jagGO7eHHuaD53ibehkux,e93989f4c07043b8a87a75597804de62,2023-02-15T20:10:20Z,1,,47f14e6b92a54d6792824933f4b9f207
spotify:track:2WDvW3o8WeGN4v4cpsYVhT,e93989f4c07043b8a87a75597804de62,2023-02-15T20:10:20Z,3,This one had me bouncing the most,47f14e6b92a54d6792824933f4b9f207
spotify:track:0YPuRrM2NwzdtuShUKkts6,e93989f4c07043b8a87a75597804de62,2023-02-15T20:10:20Z,2,,47f14e6b92a54d6792824933f4b9f207
spotify:track:0VVtmjN2U5k0rcjcbUvtFh,fe439333346c474e979620a8518494e9,2023-02-15T20:20:16Z,1,,47f14e6b92a54d6792824933f4b9f207
spotify:track:0YPuRrM2NwzdtuShUKkts6,fe439333346c474e979620a8518494e9,2023-02-15T20:20:16Z,2,This was a really trippy good sound,47f14e6b92a54d6792824933f4b9f207
spotify:track:2WDvW3o8WeGN4v4cpsYVhT,fe439333346c474e979620a8518494e9,2023-02-15T20:20:16Z,1,,47f14e6b92a54d6792824933f4b9f207
spotify:track:4Ms0GKHCtr5Lpg4dKOhO2I,fe439333346c474e979620a8518494e9,2023-02-15T20:20:16Z,2,,47f14e6b92a54d6792824933f4b9f207
spotify:track:4Z0XtXsWNYv15BaDS0sGC3,fe439333346c474e979620a8518494e9,2023-02-15T20:20:16Z,2,,47f14e6b92a54d6792824933f4b9f207
spotify:track:6wnbnHVFRaaPadaVGXeohq,fe439333346c474e979620a8518494e9,2023-02-15T20:20:16Z,2,Dammmmmm KISS this is awesome ,47f14e6b92a54d6792824933f4b9f207
