Spotify URI,Voter ID,Created,Points Assigned,Comment,Round ID
spotify:track:0boS4e6uXwp3zAvz1mLxZS,1422560e770a4897ab67503868575a46,2024-08-12T13:21:03Z,1,,3acc93a28e514783949266062f83ffb5
spotify:track:0sL5KQWaCvy6qR8NWA1yDG,1422560e770a4897ab67503868575a46,2024-08-12T13:21:03Z,2,,3acc93a28e514783949266062f83ffb5
spotify:track:10ecV5dPqa4XJOtVQRqYSX,1422560e770a4897ab67503868575a46,2024-08-12T13:21:03Z,2,,3acc93a28e514783949266062f83ffb5
spotify:track:1Fbz8vXRqyPSOmMvOxV6Dg,1422560e770a4897ab67503868575a46,2024-08-12T13:21:03Z,2,,3acc93a28e514783949266062f83ffb5
spotify:track:6ndmKwWqMozN2tcZqzCX4K,1422560e770a4897ab67503868575a46,2024-08-12T13:21:03Z,2,,3acc93a28e514783949266062f83ffb5
spotify:track:6nz35DNIzbtj5ztpDEcW1j,1422560e770a4897ab67503868575a46,2024-08-12T13:21:03Z,1,,3acc93a28e514783949266062f83ffb5
spotify:track:0boS4e6uXwp3zAvz1mLxZS,fe439333346c474e979620a8518494e9,2024-08-12T17:24:20Z,2,Nailed it with this pick,3acc93a28e514783949266062f83ffb5
spotify:track:0LyZGZEZcFqpeF8bAfx3v0,fe439333346c474e979620a8518494e9,2024-08-12T17:24:20Z,1,,3acc93a28e514783949266062f83ffb5
spotify:track:0sL5KQWaCvy6qR8NWA1yDG,fe439333346c474e979620a8518494e9,2024-08-12T17:24:20Z,2,Epic!,3acc93a28e514783949266062f83ffb5
spotify:track:27enjaYuJKfMsrngJBzjSA,fe439333346c474e979620a8518494e9,2024-08-12T17:24:20Z,1,Plus one for introducing a weird sexy time song into what was shaping up to be a nice workout mix,3acc93a28e514783949266062f83ffb5
spotify:track:4ZldPUIhCbTdvGsMHN7Ubk,fe439333346c474e979620a8518494e9,2024-08-12T17:24:20Z,3,Love this and all the references ,3acc93a28e514783949266062f83ffb5
spotify:track:79I2M8MLsYZuyOnOcagAnC,fe439333346c474e979620a8518494e9,2024-08-12T17:24:20Z,1,How have I never heard this song before? Gets 3 points for being the most rememberable song of the round but loses 2 points for being sung by an actual racist apprentice contestant. ,3acc93a28e514783949266062f83ffb5
spotify:track:01TvwZMbABHX5ZafvBZqVx,5e2e370d6037470db1db3be5bb89fcbe,2024-08-12T19:06:21Z,1,,3acc93a28e514783949266062f83ffb5
spotify:track:0boS4e6uXwp3zAvz1mLxZS,5e2e370d6037470db1db3be5bb89fcbe,2024-08-12T19:06:21Z,1,,3acc93a28e514783949266062f83ffb5
spotify:track:1Fbz8vXRqyPSOmMvOxV6Dg,5e2e370d6037470db1db3be5bb89fcbe,2024-08-12T19:06:21Z,1,,3acc93a28e514783949266062f83ffb5
spotify:track:4ZldPUIhCbTdvGsMHN7Ubk,5e2e370d6037470db1db3be5bb89fcbe,2024-08-12T19:06:21Z,3,,3acc93a28e514783949266062f83ffb5
spotify:track:79I2M8MLsYZuyOnOcagAnC,5e2e370d6037470db1db3be5bb89fcbe,2024-08-12T19:06:21Z,4,,3acc93a28e514783949266062f83ffb5
