Spotify URI,Voter ID,Created,Points Assigned,Comment,Round ID
spotify:track:00G70e3tpGVrYVF14KUd04,8b2aef69bc584c05921d0ae5565d6ffa,2024-06-21T01:20:13Z,-1,"Man, I hate giving thumbs down. ",2247fe77456147368703ad5457921bfe
spotify:track:0Zz8hJKXsV7xudD22PlebD,8b2aef69bc584c05921d0ae5565d6ffa,2024-06-21T01:20:13Z,3,,2247fe77456147368703ad5457921bfe
spotify:track:1djUWFrvvUDaESpdHuqm5o,8b2aef69bc584c05921d0ae5565d6ffa,2024-06-21T01:20:13Z,4,,2247fe77456147368703ad5457921bfe
spotify:track:1sjWpZDKURy4UrAvrHf7ej,8b2aef69bc584c05921d0ae5565d6ffa,2024-06-21T01:20:13Z,2,,2247fe77456147368703ad5457921bfe
spotify:track:1tuwC1Ob5vnYZhvg3zyzJg,8b2aef69bc584c05921d0ae5565d6ffa,2024-06-21T01:20:13Z,4,Always loved this song. ,2247fe77456147368703ad5457921bfe
spotify:track:1XNE0QfNjdroSdosMIk8F6,8b2aef69bc584c05921d0ae5565d6ffa,2024-06-21T01:20:13Z,2,Yeah it's cheesy but I still like it. ,2247fe77456147368703ad5457921bfe
spotify:track:26uVYNtKahTAcZMDWiuBnt,8b2aef69bc584c05921d0ae5565d6ffa,2024-06-21T01:20:13Z,4,,2247fe77456147368703ad5457921bfe
spotify:track:2AJUm7ZTmyFyOdPSipTtgV,8b2aef69bc584c05921d0ae5565d6ffa,2024-06-21T01:20:13Z,4,,2247fe77456147368703ad5457921bfe
spotify:track:2OH3rsY0t9dwJkCPgoNi9e,8b2aef69bc584c05921d0ae5565d6ffa,2024-06-21T01:20:13Z,3,,2247fe77456147368703ad5457921bfe
spotify:track:2qibhDSNQUeW6i5xt0wqYX,8b2aef69bc584c05921d0ae5565d6ffa,2024-06-21T01:20:13Z,-3,,2247fe77456147368703ad5457921bfe
spotify:track:2U5c6C6A3yg6rGUpnhwHfc,8b2aef69bc584c05921d0ae5565d6ffa,2024-06-21T01:20:13Z,-1,,2247fe77456147368703ad5457921bfe
spotify:track:35tzV4obq7W6oOWjpDmbAG,8b2aef69bc584c05921d0ae5565d6ffa,2024-06-21T01:20:13Z,3,,2247fe77456147368703ad5457921bfe
spotify:track:3AM2ihc5RFzbC47eCpTg2I,8b2aef69bc584c05921d0ae5565d6ffa,2024-06-21T01:20:13Z,-1,,2247fe77456147368703ad5457921bfe
spotify:track:3gP5iYm2qQlz8LDJUm4suS,8b2aef69bc584c05921d0ae5565d6ffa,2024-06-21T01:20:13Z,1,,2247fe77456147368703ad5457921bfe
spotify:track:4VtbQx2koGlw8Ple6O2IZH,8b2aef69bc584c05921d0ae5565d6ffa,2024-06-21T01:20:13Z,1,,2247fe77456147368703ad5457921bfe
spotify:track:4XoN5kQ4eIRPwCqMQ3U6iN,8b2aef69bc584c05921d0ae5565d6ffa,2024-06-21T01:20:13Z,2,This was odd and I dig it. ,2247fe77456147368703ad5457921bfe
spotify:track:4Zhnwb8jvP09aIRAzQMG08,8b2aef69bc584c05921d0ae5565d6ffa,2024-06-21T01:20:13Z,1,,2247fe77456147368703ad5457921bfe
spotify:track:57HwKH3pHLeelTkckr94qf,8b2aef69bc584c05921d0ae5565d6ffa,2024-06-21T01:20:13Z,1,,2247fe77456147368703ad5457921bfe
spotify:track:5AJ9hqTS2wcFQCELCFRO7A,8b2aef69bc584c05921d0ae5565d6ffa,2024-06-21T01:20:13Z,2,,2247fe77456147368703ad5457921bfe
spotify:track:5eFfHWOxG08HgkpVoSEPBf,8b2aef69bc584c05921d0ae5565d6ffa,2024-06-21T01:20:13Z,-1,I can only accept Bill Withers singing this. ,2247fe77456147368703ad5457921bfe
spotify:track:5hyq3LBlCfjRQAFkdQwe8o,8b2aef69bc584c05921d0ae5565d6ffa,2024-06-21T01:20:13Z,-3,,2247fe77456147368703ad5457921bfe
spotify:track:5LYJ631w9ps5h9tdvac7yP,8b2aef69bc584c05921d0ae5565d6ffa,2024-06-21T01:20:13Z,4,One of my all time favorites ,2247fe77456147368703ad5457921bfe
spotify:track:5tH2qe9ZNeIpto9dxk4ufx,8b2aef69bc584c05921d0ae5565d6ffa,2024-06-21T01:20:13Z,2,,2247fe77456147368703ad5457921bfe
spotify:track:5xz8i2LWKay3OT8vrY4Scz,8b2aef69bc584c05921d0ae5565d6ffa,2024-06-21T01:20:13Z,3,,2247fe77456147368703ad5457921bfe
spotify:track:5YD86vWLu1YqR818b1GADO,8b2aef69bc584c05921d0ae5565d6ffa,2024-06-21T01:20:13Z,2,Got to give Aretha some love. ,2247fe77456147368703ad5457921bfe
spotify:track:6BqWhxll86CGGE6WxgdRqG,8b2aef69bc584c05921d0ae5565d6ffa,2024-06-21T01:20:13Z,2,,2247fe77456147368703ad5457921bfe
spotify:track:6EIVLz5xM1xE29r0OmIkWt,8b2aef69bc584c05921d0ae5565d6ffa,2024-06-21T01:20:13Z,1,,2247fe77456147368703ad5457921bfe
spotify:track:6fjej1uNmIt28KmCmaRev9,8b2aef69bc584c05921d0ae5565d6ffa,2024-06-21T01:20:13Z,4,,2247fe77456147368703ad5457921bfe
spotify:track:6QtgOo12iqWkIdMM1BHZwy,8b2aef69bc584c05921d0ae5565d6ffa,2024-06-21T01:20:13Z,1,,2247fe77456147368703ad5457921bfe
spotify:track:6wigckaZlhXXdL0Iv8PUQE,8b2aef69bc584c05921d0ae5565d6ffa,2024-06-21T01:20:13Z,3,,2247fe77456147368703ad5457921bfe
spotify:track:721tATaNQPPGSuC3dYEI3h,8b2aef69bc584c05921d0ae5565d6ffa,2024-06-21T01:20:13Z,1,,2247fe77456147368703ad5457921bfe
spotify:track:01spo6sDNqRWv2J1rr8aiR,5e2e370d6037470db1db3be5bb89fcbe,2024-06-21T01:26:09Z,3,,2247fe77456147368703ad5457921bfe
spotify:track:0futEENKXN6jvvfPGT3Zal,5e2e370d6037470db1db3be5bb89fcbe,2024-06-21T01:26:09Z,5,,2247fe77456147368703ad5457921bfe
spotify:track:0Zz8hJKXsV7xudD22PlebD,5e2e370d6037470db1db3be5bb89fcbe,2024-06-21T01:26:09Z,-1,,2247fe77456147368703ad5457921bfe
spotify:track:1tuwC1Ob5vnYZhvg3zyzJg,5e2e370d6037470db1db3be5bb89fcbe,2024-06-21T01:26:09Z,1,,2247fe77456147368703ad5457921bfe
spotify:track:1XNE0QfNjdroSdosMIk8F6,5e2e370d6037470db1db3be5bb89fcbe,2024-06-21T01:26:09Z,1,,2247fe77456147368703ad5457921bfe
spotify:track:21bA7KT46zs9G7LqR8jIp6,5e2e370d6037470db1db3be5bb89fcbe,2024-06-21T01:26:09Z,1,,2247fe77456147368703ad5457921bfe
spotify:track:2OQ1V0e2O56AeIo4ywuYKF,5e2e370d6037470db1db3be5bb89fcbe,2024-06-21T01:26:09Z,2,,2247fe77456147368703ad5457921bfe
spotify:track:2U5c6C6A3yg6rGUpnhwHfc,5e2e370d6037470db1db3be5bb89fcbe,2024-06-21T01:26:09Z,-1,,2247fe77456147368703ad5457921bfe
spotify:track:35tzV4obq7W6oOWjpDmbAG,5e2e370d6037470db1db3be5bb89fcbe,2024-06-21T01:26:09Z,4,,2247fe77456147368703ad5457921bfe
spotify:track:38OKC4AlUFv8fGApp3i2lZ,5e2e370d6037470db1db3be5bb89fcbe,2024-06-21T01:26:09Z,-1,,2247fe77456147368703ad5457921bfe
spotify:track:3AM2ihc5RFzbC47eCpTg2I,5e2e370d6037470db1db3be5bb89fcbe,2024-06-21T01:26:09Z,-1,,2247fe77456147368703ad5457921bfe
spotify:track:3Bz3lj6E9VFBk1Wj1hC8vw,5e2e370d6037470db1db3be5bb89fcbe,2024-06-21T01:26:09Z,1,,2247fe77456147368703ad5457921bfe
spotify:track:3gP5iYm2qQlz8LDJUm4suS,5e2e370d6037470db1db3be5bb89fcbe,2024-06-21T01:26:09Z,2,,2247fe77456147368703ad5457921bfe
spotify:track:3ipBSYejQd7MeU1mQ3LIzw,5e2e370d6037470db1db3be5bb89fcbe,2024-06-21T01:26:09Z,-1,,2247fe77456147368703ad5457921bfe
