Spotify URI,Voter ID,Created,Points Assigned,Comment,Round ID
spotify:track:2F9DCIJ7ZXHhNkiIlIIOkw,8b2aef69bc584c05921d0ae5565d6ffa,2025-05-04T16:50:35Z,2,,5b13831f0fb7487abf4e5f4cd696f96f
spotify:track:1TUEHnjPqWLX3T6WB7nejC,8b2aef69bc584c05921d0ae5565d6ffa,2025-05-04T16:50:35Z,1,,5b13831f0fb7487abf4e5f4cd696f96f
spotify:track:4Qnu29eLWDP2KZCiGHdNdh,8b2aef69bc584c05921d0ae5565d6ffa,2025-05-04T16:50:35Z,3,I'd actually tried to pick this song too. ,5b13831f0fb7487abf4e5f4cd696f96f
spotify:track:3Z0qLOS0cqWKPHXkbTXmNF,8b2aef69bc584c05921d0ae5565d6ffa,2025-05-04T16:50:35Z,4,,5b13831f0fb7487abf4e5f4cd696f96f
spotify:track:3yy1OnN0D8Zlq6rfHfJ5UK,5e2e370d6037470db1db3be5bb89fcbe,2025-05-04T18:02:12Z,1,,5b13831f0fb7487abf4e5f4cd696f96f
spotify:track:62qNJ6y9fI3d6Y4Y24usuU,5e2e370d6037470db1db3be5bb89fcbe,2025-05-04T18:02:12Z,2,,5b13831f0fb7487abf4e5f4cd696f96f
spotify:track:2F9DCIJ7ZXHhNkiIlIIOkw,5e2e370d6037470db1db3be5bb89fcbe,2025-05-04T18:02:12Z,2,I think this is wasson?,5b13831f0fb7487abf4e5f4cd696f96f
spotify:track:0lwkzF4dDxLp8HMVSQjpFf,5e2e370d6037470db1db3be5bb89fcbe,2025-05-04T18:02:12Z,3,,5b13831f0fb7487abf4e5f4cd696f96f
spotify:track:7C0o0TW0bYFT39XH5nEOqu,5e2e370d6037470db1db3be5bb89fcbe,2025-05-04T18:02:12Z,2,,5b13831f0fb7487abf4e5f4cd696f96f
spotify:track:0lwkzF4dDxLp8HMVSQjpFf,e93989f4c07043b8a87a75597804de62,2025-05-05T17:11:38Z,2,,5b13831f0fb7487abf4e5f4cd696f96f
spotify:track:3iHrGCUXfZ4BoOy615Ydbk,e93989f4c07043b8a87a75597804de62,2025-05-05T17:11:38Z,1,,5b13831f0fb7487abf4e5f4cd696f96f
spotify:track:3Z0qLOS0cqWKPHXkbTXmNF,e93989f4c07043b8a87a75597804de62,2025-05-05T17:11:38Z,1,,5b13831f0fb7487abf4e5f4cd696f96f
spotify:track:4iaSz388a4iRMNRJZSClVG,e93989f4c07043b8a87a75597804de62,2025-05-05T17:11:38Z,1,,5b13831f0fb7487abf4e5f4cd696f96f
spotify:track:4wszHgvhXYlN2Io813hLQ1,e93989f4c07043b8a87a75597804de62,2025-05-05T17:11:38Z,1,,5b13831f0fb7487abf4e5f4cd696f96f
spotify:track:62qNJ6y9fI3d6Y4Y24usuU,e93989f4c07043b8a87a75597804de62,2025-05-05T17:11:38Z,3,,5b13831f0fb7487abf4e5f4cd696f96f
spotify:track:7C0o0TW0bYFT39XH5nEOqu,e93989f4c07043b8a87a75597804de62,2025-05-05T17:11:38Z,1,,5b13831f0fb7487abf4e5f4cd696f96f
spotify:track:1TUEHnjPqWLX3T6WB7nejC,1422560e770a4897ab67503868575a46,2025-05-06T01:19:14Z,1,,5b13831f0fb7487abf4e5f4cd696f96f
spotify:track:3iHrGCUXfZ4BoOy615Ydbk,1422560e770a4897ab67503868575a46,2025-05-06T01:19:14Z,1,,5b13831f0fb7487abf4e5f4cd696f96f
spotify:track:3yy1OnN0D8Zlq6rfHfJ5UK,1422560e770a4897ab67503868575a46,2025-05-06T01:19:14Z,1,,5b13831f0fb7487abf4e5f4cd696f96f
spotify:track:4Qnu29eLWDP2KZCiGHdNdh,1422560e770a4897ab67503868575a46,2025-05-06T01:19:14Z,1,,5b13831f0fb7487abf4e5f4cd696f96f
spotify:track:4wszHgvhXYlN2Io813hLQ1,1422560e770a4897ab67503868575a46,2025-05-06T01:19:14Z,1,,5b13831f0fb7487abf4e5f4cd696f96f
spotify:track:62qNJ6y9fI3d6Y4Y24usuU,1422560e770a4897ab67503868575a46,2025-05-06T01:19:14Z,1,,5b13831f0fb7487abf4e5f4cd696f96f
spotify:track:7C0o0TW0bYFT39XH5nEOqu,1422560e770a4897ab67503868575a46,2025-05-06T01:19:14Z,1,,5b13831f0fb7487abf4e5f4cd696f96f
spotify:track:0lwkzF4dDxLp8HMVSQjpFf,1422560e770a4897ab67503868575a46,2025-05-06T01:19:14Z,3,,5b13831f0fb7487abf4e5f4cd696f96f
spotify:track:2F9DCIJ7ZXHhNkiIlIIOkw,2c7be4f2a69c4a63861edd8bd58bc511,2025-05-06T07:07:20Z,1,New to me and I always appreciate a good female vocalist. ,5b13831f0fb7487abf4e5f4cd696f96f
